Sr.No,Exam,Subject,Unit,Chapter,Topic,Status,Topic ID
522,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,Electronic Effects and its applications in acids and bases,Active,4083
523,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,Reaction Intermediates,Active,4084
524,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,Application of Electronic Effect,Active,4085
525,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,Resonance and its applications,Active,4086
526,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,Types of Organic Reactions,Active,4087
527,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,Aromaticity and its applications,Active,4088
528,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,Classification of Organic Compounds,Active,4089
529,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,IUPAC Nomenclature of Organic Compounds,Active,4090
530,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,Isomerism in Organic Compounds,Active,4092
531,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,Structural Isomerism and its Types,Active,4093
532,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,Stereoisomerism and its classification,Active,4094
533,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,Purification Processes and methods of purification,Active,4095
534,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,Purification of Organic Compounds,Active,4096
535,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,Qualitative Analysis of Organic Compounds,Active,4097
536,NEET,Chemistry,Organic Chemistry(OC-1),Organic Chemistry- Some Basic Principles and Techniques,Quantitative Analysis of Organic Compounds,Active,4098
537,NEET,Chemistry,Organic Chemistry(OC-1),Hydrocarbons,"Alkanes, Alkenes and Alkynes",Active,4066
538,NEET,Chemistry,Organic Chemistry(OC-1),Hydrocarbons,Preparation of Alkanes,Active,4067
539,NEET,Chemistry,Organic Chemistry(OC-1),Hydrocarbons,Physical Properties of Alkanes,Active,4068
540,NEET,Chemistry,Organic Chemistry(OC-1),Hydrocarbons,Chemical Properties of Alkanes,Active,4069
541,NEET,Chemistry,Organic Chemistry(OC-1),Hydrocarbons,Preparation of Alkenes,Active,4070
542,NEET,Chemistry,Organic Chemistry(OC-1),Hydrocarbons,Physical Properties of Alkenes,Active,4071
543,NEET,Chemistry,Organic Chemistry(OC-1),Hydrocarbons,Chemical Properties of Alkenes,Active,4072
544,NEET,Chemistry,Organic Chemistry(OC-1),Hydrocarbons,Preparation of Alkynes,Active,4073
545,NEET,Chemistry,Organic Chemistry(OC-1),Hydrocarbons,Physical Properties of Alkynes,Active,4074
546,NEET,Chemistry,Organic Chemistry(OC-1),Hydrocarbons,Chemical Properties of Alkynes,Active,4075
547,NEET,Chemistry,Organic Chemistry(OC-1),Hydrocarbons,Introduction of Arenes or Aromatic Hydrocarbons,Active,4076
548,NEET,Chemistry,Organic Chemistry(OC-1),Hydrocarbons,Preparation of Aromatic Hydrocarbons,Active,4077
549,NEET,Chemistry,Organic Chemistry(OC-1),Hydrocarbons,Physical Properties of Aromatic Hydrocarbons,Active,4078
550,NEET,Chemistry,Organic Chemistry(OC-1),Hydrocarbons,Chemical Properties of Aromatic Hydrocarbons,Active,4079
551,NEET,Chemistry,Inorganic Chemistry(IOC-2),Qualitative Analysis,Basic Terminologies in Qualitative Analysis,Active,4062
552,NEET,Chemistry,Inorganic Chemistry(IOC-2),Qualitative Analysis,Preliminary Test for Radicals,Active,4063
553,NEET,Chemistry,Inorganic Chemistry(IOC-2),Qualitative Analysis,Tests of Anionic Radicals,Active,4064
554,NEET,Chemistry,Inorganic Chemistry(IOC-2),Qualitative Analysis,Tests of Cationic Radicals,Active,4065
555,NEET,Chemistry,Inorganic Chemistry(IOC-2),Metallurgy,Occurrence of Elements,Active,4054
556,NEET,Chemistry,Inorganic Chemistry(IOC-2),Metallurgy,Concentration of Ores,Active,4055
557,NEET,Chemistry,Inorganic Chemistry(IOC-2),Metallurgy,Conversion of Ores into Oxide,Active,4056
558,NEET,Chemistry,Inorganic Chemistry(IOC-2),Metallurgy,Thermodynamic and Electrochemical Principles in Metallurgy,Active,4057
559,NEET,Chemistry,Inorganic Chemistry(IOC-2),Metallurgy,Ellingham Diagrams,Active,4058
560,NEET,Chemistry,Inorganic Chemistry(IOC-2),Metallurgy,Reduction of the Ores,Active,4059
561,NEET,Chemistry,Inorganic Chemistry(IOC-2),Metallurgy,Refining of the Ores,Active,4060
562,NEET,Chemistry,Inorganic Chemistry(IOC-2),Metallurgy,Extraction of Important Elements,Active,4061
563,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",p-Block Elements,Active,4038
564,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",Introduction of Group 15 Elements,Active,4039
565,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",Physical Properties of Group 15 Elements,Active,4040
566,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",Chemical Properties of Group 15 Elements,Active,4041
567,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",Important Compounds of Group 15 Elements,Active,4042
568,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",General Introduction of Group 16 Elements,Active,4043
569,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",Physical and Chemical Properties of Group 16 Elements,Active,4044
570,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",Important Compounds of Group 15 and 16 Elements,Active,4045
571,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",General Introduction of Group 17 Elements,Active,4046
572,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",Physical and Chemical Properties of Group 17 Elements,Active,4047
573,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",General Introduction of Group 18 Elements,Active,4049
574,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",Physical Properties of Group 18 Elements,Active,4050
575,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",Chemical Properties of Group 18 Elements,Active,4051
576,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",Important Compounds of Group 17 and 18 Elements,Active,4052
577,NEET,Chemistry,Inorganic Chemistry(IOC-2),"The P-Block Elements (Groups-15, 16, 17, 18)",Uses of Group 17 and 18 Elements,Active,4053
578,NEET,Chemistry,Inorganic Chemistry(IOC-2),The d- and f-Block Elements,Introduction of d- and f-Block Elements,Active,4029
579,NEET,Chemistry,Inorganic Chemistry(IOC-2),The d- and f-Block Elements,Properties of d-Block Elements,Active,4030
580,NEET,Chemistry,Inorganic Chemistry(IOC-2),The d- and f-Block Elements,Important Compounds of Transition Metals,Active,4031
581,NEET,Chemistry,Inorganic Chemistry(IOC-2),The d- and f-Block Elements,Introduction of Lanthanoids,Active,4032
582,NEET,Chemistry,Inorganic Chemistry(IOC-2),The d- and f-Block Elements,Properties of Lanthanoids,Active,4033
583,NEET,Chemistry,Inorganic Chemistry(IOC-2),The d- and f-Block Elements,Introduction of Actinoids,Active,4034
584,NEET,Chemistry,Inorganic Chemistry(IOC-2),The d- and f-Block Elements,Properties of Actinoids,Active,4035
585,NEET,Chemistry,Inorganic Chemistry(IOC-2),The d- and f-Block Elements,Lanthanoids and Actinoids,Active,4036
586,NEET,Chemistry,Inorganic Chemistry(IOC-2),The d- and f-Block Elements,d-Block and f-Block Elements Uses,Active,4037
587,NEET,Chemistry,Inorganic Chemistry(IOC-2),Coordination Chemistry,Coordination Compounds and its Terminologies,Active,4018
588,NEET,Chemistry,Inorganic Chemistry(IOC-2),Coordination Chemistry,Werner's Theory,Active,4019
589,NEET,Chemistry,Inorganic Chemistry(IOC-2),Coordination Chemistry,Ligands and their type,Active,4020
590,NEET,Chemistry,Inorganic Chemistry(IOC-2),Coordination Chemistry,Chelation and Stability in Coordination Compounds,Active,4021
591,NEET,Chemistry,Inorganic Chemistry(IOC-2),Coordination Chemistry,Nomenclature of Coordination Compounds,Active,4022
592,NEET,Chemistry,Inorganic Chemistry(IOC-2),Coordination Chemistry,Isomerism and its Types in Coordination Compounds,Active,4023
593,NEET,Chemistry,Inorganic Chemistry(IOC-2),Coordination Chemistry,Valence Bond Theory,Active,4024
594,NEET,Chemistry,Inorganic Chemistry(IOC-2),Coordination Chemistry,Crystal Field Theory,Active,4025
595,NEET,Chemistry,Inorganic Chemistry(IOC-2),Coordination Chemistry,Stability in Coordination Compounds,Active,4026
596,NEET,Chemistry,Inorganic Chemistry(IOC-2),Coordination Chemistry,Applications of Coordination Compounds,Active,4027
597,NEET,Chemistry,Inorganic Chemistry(IOC-1),Hydrogen,Properties of Hydrogen,Active,4010
598,NEET,Chemistry,Inorganic Chemistry(IOC-1),Hydrogen,Dihydrogen and its preparation,Active,4011
599,NEET,Chemistry,Inorganic Chemistry(IOC-1),Hydrogen,Hydrides,Active,4013
600,NEET,Chemistry,Inorganic Chemistry(IOC-1),Hydrogen,Water- Structure and Properties,Active,4014
601,NEET,Chemistry,Inorganic Chemistry(IOC-1),Hydrogen,Hydrogen Peroxide and its uses,Active,4017
602,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The s-Block Elements (Groups-1,2)",Chemical Properties of Group 1 Elements,Active,4000
603,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The s-Block Elements (Groups-1,2)",Important Compounds of Group 1 Elements,Active,4002
604,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The s-Block Elements (Groups-1,2)",Anomalous Properties of Lithium and Beryllium,Active,4003
605,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The s-Block Elements (Groups-1,2)",General Introduction of Group 2 Elements,Active,4004
606,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The s-Block Elements (Groups-1,2)",Physical Properties of Group 2 Elements,Active,4005
607,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The s-Block Elements (Groups-1,2)",Chemical Properties of Group 2 Elements,Active,4006
608,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The s-Block Elements (Groups-1,2)",Important Compounds of Group 2 Elements,Active,4007
609,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The s-Block Elements (Groups-1,2)",Uses of Group 1 and 2 Elements,Active,4008
610,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The P-Block elements (Groups 13, 14)",Introduction of Group 13 Elements,Active,3990
611,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The P-Block elements (Groups 13, 14)",Physical Properties of Group 13 Elements,Active,3991
612,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The P-Block elements (Groups 13, 14)",Chemical Properties of Group 13 Elements,Active,3992
613,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The P-Block elements (Groups 13, 14)",Important Compounds of Group 13 Elements,Active,3993
614,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The P-Block elements (Groups 13, 14)",Introduction of Group 14 Elements,Active,3995
615,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The P-Block elements (Groups 13, 14)",Physical Properties of Group 14 Elements,Active,3996
616,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The P-Block elements (Groups 13, 14)",Chemical Properties of Group 14 Elements,Active,3997
617,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The P-Block elements (Groups 13, 14)",Important Compounds of Group 14 Elements,Active,3998
618,NEET,Chemistry,Inorganic Chemistry(IOC-1),"The P-Block elements (Groups 13, 14)",Uses of Group 13 and 14 Elements,Active,3999
619,NEET,Chemistry,Inorganic Chemistry(IOC-1),Chemical Bonding,Octet Rule,Active,3981
620,NEET,Chemistry,Inorganic Chemistry(IOC-1),Chemical Bonding,Covalent Bonding,Active,3982
621,NEET,Chemistry,Inorganic Chemistry(IOC-1),Chemical Bonding,Ionic Bond,Active,3983
622,NEET,Chemistry,Inorganic Chemistry(IOC-1),Chemical Bonding,Bond Parameters and its applications,Active,3984
623,NEET,Chemistry,Inorganic Chemistry(IOC-1),Chemical Bonding,Dipole Moment,Active,3985
624,NEET,Chemistry,Inorganic Chemistry(IOC-1),Chemical Bonding,Hydrogen Bonding and its Application,Active,3986
625,NEET,Chemistry,Inorganic Chemistry(IOC-1),Chemical Bonding,Hybridisation and its Applications,Active,3987
626,NEET,Chemistry,Inorganic Chemistry(IOC-1),Chemical Bonding,The Valence Shell Electron Pair Repulsion (VSEPR) Theory,Active,3988
627,NEET,Chemistry,Inorganic Chemistry(IOC-1),Chemical Bonding,Molecular Orbital Theory (MOT) and its applications,Active,3989
628,NEET,Chemistry,Inorganic Chemistry(IOC-1),Periodic Table,History of The Periodic Table,Active,3972
629,NEET,Chemistry,Inorganic Chemistry(IOC-1),Periodic Table,Classification of Periodic Table,Active,3973
630,NEET,Chemistry,Inorganic Chemistry(IOC-1),Periodic Table,Modern Periodic Law,Active,3974
631,NEET,Chemistry,Inorganic Chemistry(IOC-1),Periodic Table,Electronic Configurations and Types of Elements in Periodic Table,Active,3975
632,NEET,Chemistry,Inorganic Chemistry(IOC-1),Periodic Table,Periodic Trends,Active,3976
633,NEET,Chemistry,Inorganic Chemistry(IOC-1),Periodic Table,Radius and Its Types,Active,3977
634,NEET,Chemistry,Inorganic Chemistry(IOC-1),Periodic Table,Ionization Enthalpy and its Applications,Active,3978
635,NEET,Chemistry,Inorganic Chemistry(IOC-1),Periodic Table,Electron Gain Enthalpy and its Applications,Active,3979
636,NEET,Chemistry,Inorganic Chemistry(IOC-1),Periodic Table,Electronegativity and its Applications,Active,3980
637,NEET,Chemistry,Inorganic Chemistry(IOC-1),Environmental Chemistry,Environmental Pollution,Active,3965
638,NEET,Chemistry,Inorganic Chemistry(IOC-1),Environmental Chemistry,Atmospheric Pollution,Active,3966
639,NEET,Chemistry,Inorganic Chemistry(IOC-1),Environmental Chemistry,Water Pollution,Active,3967
640,NEET,Chemistry,Inorganic Chemistry(IOC-1),Environmental Chemistry,Soil Pollution,Active,3968
641,NEET,Chemistry,Inorganic Chemistry(IOC-1),Environmental Chemistry,Industrial Waste,Active,3969
642,NEET,Chemistry,Inorganic Chemistry(IOC-1),Environmental Chemistry,Techniques to Control Environmental Pollution,Active,3970
643,NEET,Chemistry,Inorganic Chemistry(IOC-1),Environmental Chemistry,Green Chemistry,Active,3971
644,JEE,Mathematics,Vector and 3D,3D Geometry,Basics of 3D Geometry,Active,3962
645,JEE,Mathematics,Vector and 3D,3D Geometry,Lines in 3D,Active,3963
646,JEE,Mathematics,Vector and 3D,3D Geometry,Planes in 3D,Active,3964
647,NEET,Physics,"Oscillations , Waves and Sound",Sound,Pressure waves,Active,3961
648,NEET,Physics,Magnetism and Electromagnetic Induction,Alternating current,Alternating current and voltage,Active,3956
649,NEET,Physics,Magnetism and Electromagnetic Induction,Alternating current,Choke coil,Active,3957
650,NEET,Physics,Magnetism and Electromagnetic Induction,Alternating current,Resonance,Active,3958
651,NEET,Physics,Magnetism and Electromagnetic Induction,Alternating current,Transformers,Active,3959
652,NEET,Physics,Magnetism and Electromagnetic Induction,Alternating current,AC Circuits,Active,3960
653,NEET,Physics,MODERN PHYSICS,Dual Nature,Experiments,Active,3955
654,NEET,Physics,"Oscillations , Waves and Sound",Sound,Sound waves,Active,3950
655,NEET,Physics,"Oscillations , Waves and Sound",Sound,Factors affecting speed of sound in gas,Active,3951
656,NEET,Physics,"Oscillations , Waves and Sound",Sound,Waves on string,Active,3952
657,NEET,Physics,"Oscillations , Waves and Sound",Sound,Characteristics of sound,Active,3953
658,NEET,Physics,"Oscillations , Waves and Sound",Sound,Doppler effect,Active,3954
659,NEET,Physics,"Oscillations , Waves and Sound",Waves,Wave function,Active,3941
660,NEET,Physics,"Oscillations , Waves and Sound",Waves,Travelling wave model,Active,3942
661,NEET,Physics,"Oscillations , Waves and Sound",Waves,Waves on string,Active,3943
662,NEET,Physics,"Oscillations , Waves and Sound",Waves,Superposition of Sinusoidal waves,Active,3944
663,NEET,Physics,"Oscillations , Waves and Sound",Waves,Interference of waves,Active,3945
664,NEET,Physics,"Oscillations , Waves and Sound",Waves,Reflection and Refraction of waves,Active,3946
665,NEET,Physics,"Oscillations , Waves and Sound",Waves,Standing Waves,Active,3947
666,NEET,Physics,"Oscillations , Waves and Sound",Waves,Resonance,Active,3948
667,NEET,Physics,"Oscillations , Waves and Sound",Waves,Beats,Active,3949
668,NEET,Physics,"Oscillations , Waves and Sound",Oscillations,Periodic motion,Active,3938
669,NEET,Physics,"Oscillations , Waves and Sound",Oscillations,Simple harmonic motion,Active,3939
670,NEET,Physics,"Oscillations , Waves and Sound",Oscillations,Pendulum,Active,3940
671,NEET,Physics,Magnetism and Electromagnetic Induction,EM waves,EM waves,Active,3937
672,NEET,Physics,Magnetism and Electromagnetic Induction,Electromagnetic Induction,Electromagnetic Induction and Inductance,Active,3933
673,NEET,Physics,Magnetism and Electromagnetic Induction,Electromagnetic Induction,Circuits,Active,3934
674,NEET,Physics,Magnetism and Electromagnetic Induction,Magnetism and matter,Magnetism and matter,Active,3932
675,NEET,Physics,Magnetism and Electromagnetic Induction,Moving Charges and Magnetism,Magnetic Field,Active,3929
676,NEET,Physics,Magnetism and Electromagnetic Induction,Moving Charges and Magnetism,Charge in magnetic field,Active,3930
677,NEET,Physics,Magnetism and Electromagnetic Induction,Moving Charges and Magnetism,Magnetic dipole,Active,3931
678,NEET,Physics,Electrostatics and Current Electricity,Current Electricity,Electric current,Active,3922
679,NEET,Physics,Electrostatics and Current Electricity,Current Electricity,Resistance and resistivity,Active,3923
680,NEET,Physics,Electrostatics and Current Electricity,Current Electricity,Kirchoff's Law,Active,3924
681,NEET,Physics,Electrostatics and Current Electricity,Current Electricity,Charging and discharging of capacitor,Active,3925
682,NEET,Physics,Electrostatics and Current Electricity,Current Electricity,Measuring devices,Active,3926
683,NEET,Physics,Electrostatics and Current Electricity,Current Electricity,Electric power and energy,Active,3927
684,NEET,Physics,Electrostatics and Current Electricity,Current Electricity,Electrical Circuits,Active,3928
685,NEET,Physics,Electrostatics and Current Electricity,Electrostatic Potential and Capacitance,ELECTROSTATIC POTENTIAL,Active,3920
686,NEET,Physics,Electrostatics and Current Electricity,Electrostatic Potential and Capacitance,CAPACITORS AND CAPACITANCE,Active,3921
687,NEET,Physics,Electrostatics and Current Electricity,Electric Charges and Fields,Electric Charges & their Properties,Active,3915
688,NEET,Physics,Electrostatics and Current Electricity,Electric Charges and Fields,Coulombs Law,Active,3916
689,NEET,Physics,Electrostatics and Current Electricity,Electric Charges and Fields,Electric field,Active,3917
690,NEET,Physics,Electrostatics and Current Electricity,Electric Charges and Fields,Electric dipole,Active,3918
691,NEET,Physics,Electrostatics and Current Electricity,Electric Charges and Fields,Electric flux,Active,3919
692,NEET,Physics,MODERN PHYSICS,Communication System,Propagation of Electromagnetic Waves,Active,3912
693,NEET,Physics,MODERN PHYSICS,Communication System,Modulation and Demodulation,Active,3913
694,NEET,Physics,MODERN PHYSICS,Communication System,Elements of Communication System,Active,3914
695,NEET,Physics,MODERN PHYSICS,Semiconductor Electronics,Semiconductors,Active,3908
696,NEET,Physics,MODERN PHYSICS,Semiconductor Electronics,p-n junction Diode & its Characteristics,Active,3909
697,NEET,Physics,MODERN PHYSICS,Semiconductor Electronics,Junction Transistor & Its Characteristics,Active,3910
698,NEET,Physics,MODERN PHYSICS,Semiconductor Electronics,Digital electronics and logic gates,Active,3911
699,NEET,Physics,MODERN PHYSICS,Nuclei,Nuclear structure and Energy,Active,3904
700,NEET,Physics,MODERN PHYSICS,Nuclei,Nuclear stability,Active,3905
701,NEET,Physics,MODERN PHYSICS,Nuclei,Radioactivity,Active,3906
702,NEET,Physics,MODERN PHYSICS,Nuclei,Nuclear reactions,Active,3907
703,NEET,Physics,MODERN PHYSICS,Atoms,Atomic Models,Active,3899
704,NEET,Physics,MODERN PHYSICS,Atoms,Bohr's model of hydrogen Atom,Active,3900
705,NEET,Physics,MODERN PHYSICS,Atoms,Atomic Spectrum,Active,3901
706,NEET,Physics,MODERN PHYSICS,Atoms,Atomic collision,Active,3902
707,NEET,Physics,MODERN PHYSICS,Atoms,Xrays,Active,3903
708,NEET,Physics,MODERN PHYSICS,Dual Nature,Quantum theory of light,Active,3895
709,NEET,Physics,MODERN PHYSICS,Dual Nature,Intensity of light due to light source,Active,3896
710,NEET,Physics,MODERN PHYSICS,Dual Nature,Matter waves,Active,3897
711,NEET,Physics,MODERN PHYSICS,Dual Nature,Photo electric effect,Active,3898
712,NEET,Physics,OPTICS,Wave Optics,Huygens wave theory,Active,3888
713,NEET,Physics,OPTICS,Wave Optics,Principle of linear superposition,Active,3889
714,NEET,Physics,OPTICS,Wave Optics,Young's double slit experiment,Active,3890
715,NEET,Physics,OPTICS,Wave Optics,Geometric and optical path,Active,3891
716,NEET,Physics,OPTICS,Wave Optics,Resolving power of microscope and telescope,Active,3892
717,NEET,Physics,OPTICS,Wave Optics,Diffraction and Polarisation,Active,3893
718,NEET,Physics,OPTICS,Wave Optics,Lloyd's mirror experiment,Active,3894
719,NEET,Physics,OPTICS,Ray Optics,REFLECTION,Active,3885
720,NEET,Physics,OPTICS,Ray Optics,REFRACTION,Active,3886
721,NEET,Physics,OPTICS,Ray Optics,OPTICAL INSTRUMENTS AND HUMAN EYE,Active,3887
722,NEET,Physics,Thermodynamics,Thermodynamic Processes,Thermodynamic Processes,Active,3881
723,NEET,Physics,Thermodynamics,Thermodynamic Processes,Laws of Thermodynamics,Active,3882
724,NEET,Physics,Thermodynamics,Thermodynamic Processes,Heat Engine and Refrigerators,Active,3883
725,NEET,Physics,Thermodynamics,Thermodynamic Processes,Heat and Work,Active,3884
726,NEET,Physics,Thermodynamics,Kinetic Theory of Gases,Molecular Theory,Active,3878
727,NEET,Physics,Thermodynamics,Kinetic Theory of Gases,Gas Laws,Active,3879
728,NEET,Physics,Thermodynamics,Kinetic Theory of Gases,Thermodynamic Processes,Active,3880
729,NEET,Physics,Thermodynamics,Transmission of Heat,Conduction,Active,3875
730,NEET,Physics,Thermodynamics,Transmission of Heat,Radiation,Active,3876
731,NEET,Physics,Thermodynamics,Transmission of Heat,Convection,Active,3877
732,NEET,Physics,Thermodynamics,"Thermometry, Thermal Expansion and Calorimetry",Thermometry,Active,3872
733,NEET,Physics,Thermodynamics,"Thermometry, Thermal Expansion and Calorimetry",Thermal Expansion,Active,3873
734,NEET,Physics,Thermodynamics,"Thermometry, Thermal Expansion and Calorimetry",Calorimetry,Active,3874
735,NEET,Physics,MECHANICS -2,Gravitation,Kepler's Law,Active,3867
736,NEET,Physics,MECHANICS -2,Gravitation,Newton's Law of Gravitation,Active,3868
737,NEET,Physics,MECHANICS -2,Gravitation,Gravity,Active,3869
738,NEET,Physics,MECHANICS -2,Gravitation,Gravitational potential,Active,3870
739,NEET,Physics,MECHANICS -2,Gravitation,Satellites,Active,3871
740,NEET,Physics,MECHANICS -2,Mechanical Properties of Solids,Stress and Strain,Active,3864
741,NEET,Physics,MECHANICS -2,Mechanical Properties of Solids,Elastic Modulus & Poisons Ratio,Active,3865
742,NEET,Physics,MECHANICS -2,Mechanical Properties of Solids,Work and Energy,Active,3866
743,NEET,Physics,MECHANICS -2,Mechanical Properties of Fluids,Pressure,Active,3858
744,NEET,Physics,MECHANICS -2,Mechanical Properties of Fluids,Force on surface immersed in liquid,Active,3859
745,NEET,Physics,MECHANICS -2,Mechanical Properties of Fluids,Fluid in uniformly accelerated motion,Active,3860
746,NEET,Physics,MECHANICS -2,Mechanical Properties of Fluids,Archimedes principle,Active,3861
747,NEET,Physics,MECHANICS -2,Mechanical Properties of Fluids,Flow of Liquid,Active,3862
748,NEET,Physics,MECHANICS -2,Mechanical Properties of Fluids,Surface tension,Active,3863
749,NEET,Physics,MECHANICS -2,System of Particles and Rotational Motion,Rotational motion,Active,3852
750,NEET,Physics,MECHANICS -2,System of Particles and Rotational Motion,Rolling motion,Active,3853
751,NEET,Physics,MECHANICS -2,System of Particles and Rotational Motion,Moment of inertia,Active,3854
752,NEET,Physics,MECHANICS -2,System of Particles and Rotational Motion,Mechanics of Rotational Motion,Active,3855
753,NEET,Physics,MECHANICS -2,System of Particles and Rotational Motion,Angular momentum,Active,3856
754,NEET,Physics,MECHANICS -2,System of Particles and Rotational Motion,Energy,Active,3857
755,NEET,Physics,MECHANICS -2,"Center of Mass , Conservation of Linear Momentum and Collision",Centre of mass,Active,3848
756,NEET,Physics,MECHANICS -2,"Center of Mass , Conservation of Linear Momentum and Collision",Linear momentum,Active,3849
757,NEET,Physics,MECHANICS -2,"Center of Mass , Conservation of Linear Momentum and Collision",Impulse,Active,3850
758,NEET,Physics,MECHANICS -2,"Center of Mass , Conservation of Linear Momentum and Collision",Collision,Active,3851
759,NEET,Physics,MECHANICS -1,Work Power Energy,Work,Active,3842
760,NEET,Physics,MECHANICS -1,Work Power Energy,Conservative and Non-Conservative Forces,Active,3843
761,NEET,Physics,MECHANICS -1,Work Power Energy,Potential energy,Active,3844
762,NEET,Physics,MECHANICS -1,Work Power Energy,Energy,Active,3845
763,NEET,Physics,MECHANICS -1,Work Power Energy,Vertical Circular Motion,Active,3846
764,NEET,Physics,MECHANICS -1,Work Power Energy,Power,Active,3847
765,NEET,Physics,MECHANICS -1,Laws of Motion and friction,Classification of forces,Active,3833
766,NEET,Physics,MECHANICS -1,Laws of Motion and friction,Laws of motion,Active,3834
767,NEET,Physics,MECHANICS -1,Laws of Motion and friction,Momentum and Impulse,Active,3835
768,NEET,Physics,MECHANICS -1,Laws of Motion and friction,Equilibrium,Active,3836
769,NEET,Physics,MECHANICS -1,Laws of Motion and friction,Laws of motion in non inertial frame of reference,Active,3837
770,NEET,Physics,MECHANICS -1,Laws of Motion and friction,Constraint relation,Active,3838
771,NEET,Physics,MECHANICS -1,Laws of Motion and friction,Spring force,Active,3839
772,NEET,Physics,MECHANICS -1,Laws of Motion and friction,Friction,Active,3840
773,NEET,Physics,MECHANICS -1,Laws of Motion and friction,Circular Motion,Active,3841
774,NEET,Physics,MECHANICS -1,Motion in a plane,Projectile motion,Active,3830
775,NEET,Physics,MECHANICS -1,Motion in a plane,Relative Motion,Active,3831
776,NEET,Physics,MECHANICS -1,Motion in a plane,Circular motion,Active,3832
777,NEET,Physics,MECHANICS -1,Motion in a straight line,Distance and displacement,Active,3822
778,NEET,Physics,MECHANICS -1,Motion in a straight line,Speed and velocity,Active,3823
779,NEET,Physics,MECHANICS -1,Motion in a straight line,Acceleration,Active,3824
780,NEET,Physics,MECHANICS -1,Motion in a straight line,Motion in a straight line,Active,3825
781,NEET,Physics,MECHANICS -1,Motion in a straight line,Equations of motion,Active,3826
782,NEET,Physics,MECHANICS -1,Motion in a straight line,Motion under gravity,Active,3827
783,NEET,Physics,MECHANICS -1,Motion in a straight line,Relative motion in one dimension,Active,3828
