,q_id,corr_opt,diff_lev,top_id,chap_id
27830,79814,3,27,3796,325
27831,79815,3,4,3780,301
27832,79816,2,18,3794,325
27833,79818,3,10,3784,301
27834,79819,1,27,3782,301
27835,79821,2,2,3789,300
27836,79824,4,12,3781,301
27837,79825,3,18,3795,325
27838,79828,1,14,3798,325
27840,79833,2,17,3780,301
27841,79835,2,12,3782,301
27842,79838,4,18,3794,325
27843,79840,3,9,3789,300
27844,79841,3,12,3783,301
27846,79846,3,6,3780,301
27847,79854,3,12,3804,306
27848,79856,2,17,3789,300
27849,79858,1,25,3782,301
27850,79861,2,2,3780,301
27851,79864,3,25,3794,325
27852,79865,1,10,3794,325
27853,79871,1,1,3781,301
27854,79873,3,25,3785,301
27855,79874,2,9,3789,300
27856,79879,3,24,3780,301
27857,79884,3,15,3796,325
27858,79887,2,15,3466,293
27859,79892,2,10,3781,301
27860,79894,1,2,3452,290
27861,79896,3,10,3789,300
27862,79936,4,12,3780,301
27863,79937,3,15,3785,301
27864,79942,3,26,3786,301
27865,79943,4,12,3781,301
27866,79948,2,11,3463,293
27867,79949,3,18,3464,293
27868,79950,3,15,3464,293
27869,79951,2,16,3467,293
27870,79952,3,24,3462,293
27871,79953,1,25,3494,297
27873,79955,2,12,3452,290
27874,79956,1,15,3491,297
27875,79957,3,11,3464,293
27876,79958,4,15,3462,293
27877,79962,1,10,3462,293
27878,79963,1,14,3462,293
27879,79967,3,15,3462,293
27880,79969,1,11,3462,293
27881,79970,1,4,3463,293
27882,79973,4,26,3491,297
27883,79977,3,12,3465,293
27884,79979,2,12,3463,293
27885,79983,3,15,3462,293
27886,79987,2,13,3463,293
27887,79991,3,2,3556,309
27888,79995,4,15,3805,306
27889,79997,1,8,3806,306
27890,79999,3,2,3808,308
27891,80001,1,14,3807,306
27892,80002,2,25,3490,297
27893,80005,3,14,3807,306
27894,80006,3,12,3810,308
27896,80009,3,14,3800,306
27897,80010,3,12,3808,308
27898,80012,4,17,3812,308
27899,80013,2,14,3803,306
27900,80014,2,12,3812,308
27901,80015,4,14,3800,306
27902,80016,2,14,3808,308
27903,80018,2,12,3810,308
27904,80022,1,14,3814,308
27905,80025,3,2,3802,306
27906,80026,1,26,3811,308
27907,80029,2,12,3807,306
27908,80030,2,17,3812,308
27909,80035,2,23,3810,308
27910,80036,4,10,3813,308
27911,80039,1,14,3800,306
27912,80041,4,26,3808,308
27913,80042,4,2,3810,308
27914,80046,1,14,3807,306
27915,80050,3,14,3814,308
27916,80052,1,2,3801,306
27917,80054,1,10,3812,308
27918,80070,1,15,3812,308
27919,80074,4,15,3807,306
27920,80080,1,10,3804,306
27921,80082,3,15,3812,308
27922,80086,1,2,3801,306
27923,80091,2,2,3811,308
27924,80092,4,3,3801,306
27925,80095,1,14,3800,306
27926,80097,2,14,3800,306
27927,80098,1,2,3804,306
27928,80099,4,2,3804,306
27929,80103,4,12,3807,306
27930,80104,4,24,3808,308
27931,80105,4,2,3809,308
27932,80112,1,14,3803,306
27933,80119,2,14,3813,308
27934,80130,3,1,3801,306
27935,80132,3,14,3812,308
27936,80133,2,12,3807,306
27937,80152,3,14,3803,306
27938,80166,1,11,3811,308
27939,80167,1,11,3811,308
27940,80168,1,16,3807,306
27941,80169,1,18,3804,306
27942,80171,3,18,3814,308
27943,80172,1,14,3804,306
27944,80173,3,14,3810,308
27945,80174,4,12,3800,306
27946,80176,2,1,3800,306
27947,80178,4,13,3807,306
27948,80179,4,11,3810,308
27949,80182,3,15,3804,306
27950,80183,1,15,3585,317
27951,80184,4,2,3807,306
27952,80186,3,18,3801,306
27953,80191,3,11,3810,308
27954,80199,1,4,3813,308
27955,80200,2,17,3802,306
27956,80202,1,12,3808,308
27957,80207,2,14,3772,313
27958,80209,1,9,3807,306
27959,80212,1,12,3807,306
27960,80213,1,12,3809,308
27961,80214,1,2,3807,306
27962,80218,1,15,3801,306
27963,80223,3,14,3802,306
27964,80224,3,11,3809,308
27965,80225,4,15,3808,308
27966,80226,2,14,3800,306
27967,80232,1,20,3805,306
27968,80233,1,25,3808,308
27969,80234,1,18,3803,306
27970,80235,1,11,3810,308
27971,80236,2,11,3802,306
27972,80237,3,11,3812,308
27973,80239,1,14,3800,306
27974,80241,2,11,3810,308
27975,80250,1,12,3807,306
27976,80252,1,14,3807,306
27977,80253,2,17,3812,308
27978,80254,1,18,3804,306
27979,80256,1,12,3809,308
27980,80257,1,18,3802,306
27981,80258,1,17,3802,306
27982,80259,1,26,3490,297
27983,80260,2,1,3803,306
27984,80267,4,11,3812,308
27985,80269,2,15,3801,306
27986,80274,1,11,3809,308
27987,80277,3,12,3810,308
27988,80279,3,14,3800,306
27990,80282,2,18,3802,306
27991,80289,3,18,3806,306
27992,80290,1,14,3811,308
27993,80294,2,26,3810,308
27994,80295,4,12,3812,308
27995,80297,1,12,3462,293
27996,80300,1,14,3802,306
27997,80303,1,12,3801,306
27998,80305,1,12,3808,308
27999,80307,4,17,3800,306
28000,80309,1,12,3812,308
28001,80365,3,14,3804,306
28002,80372,1,14,3807,306
28003,80374,2,14,3594,318
28004,80378,3,12,3812,308
28005,80383,1,12,3801,306
28006,80384,1,14,3811,308
28007,80385,1,13,3800,306
28008,80391,2,2,3811,308
28009,80397,2,14,3800,306
28010,80399,3,14,3801,306
28011,80400,1,12,3804,306
28012,80405,2,12,3807,306
28013,80412,4,10,3802,306
28014,80413,3,12,3812,308
28015,80414,4,14,3804,306
28016,80417,4,13,3809,308
28017,80420,3,16,3803,306
28018,80430,3,10,3280,271
28019,80431,3,10,3264,273
28020,80432,1,15,3266,273
28021,80434,1,25,3266,273
28022,80435,1,22,3266,273
28023,80436,2,13,3266,273
28024,80439,1,25,3266,273
28025,80440,1,13,3267,273
28026,80441,1,16,3802,306
28027,80442,4,25,3266,273
28028,80443,2,23,3811,308
28029,80444,3,25,3264,273
28030,80445,1,18,3803,306
28031,80446,1,25,3269,273
28032,80447,3,13,3266,273
28033,80449,2,15,3266,273
28034,80450,2,13,3266,273
28035,80451,3,14,3264,273
28036,80452,4,5,3266,273
28037,80453,1,1,3254,272
28038,80454,1,25,3266,273
28039,80455,1,13,3266,273
28040,80457,2,10,3266,273
28041,80458,3,13,3266,273
28042,80459,2,25,3266,273
28043,80460,1,26,3266,273
28044,80462,4,25,3266,273
28045,80463,4,15,3776,320
28046,80497,1,12,3464,293
28047,80498,1,2,3811,308
28048,80503,1,15,4334,363
28049,80504,1,15,4006,363
28050,80505,3,12,4006,363
28051,80506,1,15,4000,363
28052,80507,3,2,4123,374
28053,80508,4,10,4005,363
28054,80509,3,12,4135,375
28055,80510,1,12,4007,363
28056,80511,3,12,4135,375
28057,80512,2,12,4130,375
28058,80513,4,15,4130,375
28059,80514,1,26,4135,375
28060,80515,3,15,4128,375
28061,80516,2,10,4135,375
28062,80517,3,13,4116,374
28063,80518,2,25,4100,376
28064,80519,3,13,4105,376
28065,80520,2,13,4000,363
28066,80521,1,25,3432,261
28067,80522,1,10,4008,363
28068,80523,4,13,4000,363
28069,80524,4,10,4102,376
28070,80525,3,25,4103,376
28071,80526,1,13,4002,363
28072,80527,1,13,4100,376
28073,80528,2,10,4101,376
28074,80529,2,13,4130,375
28075,80530,3,25,4073,372
28076,80531,3,15,4103,376
28077,80532,3,13,4102,376
28078,80533,1,10,4135,375
28079,80534,2,26,4005,363
28080,80535,1,10,4334,363
28081,80536,4,10,4000,363
28082,80537,1,16,4334,363
28083,80538,3,26,4038,368
28084,80539,2,15,4002,363
28085,80540,3,10,4000,363
28086,80541,1,13,4000,363
28087,80542,1,12,4007,363
28088,80543,3,26,4000,363
28089,80544,1,13,4004,363
28090,80545,3,13,4014,362
28091,80546,1,13,4000,363
28092,80547,1,13,4042,368
28093,80548,4,23,4002,363
28094,80549,1,1,4004,363
28095,80550,1,12,4334,363
28096,80551,1,5,4133,375
28097,80552,1,13,4007,363
28098,80553,1,5,4103,376
28099,80555,2,13,4006,363
28100,80556,1,22,4135,375
28101,80558,1,13,4135,375
28102,80559,2,10,4135,375
28103,80560,1,3,4135,375
28104,80562,1,10,4131,375
28105,80563,1,10,4130,375
28106,80565,3,12,4000,363
28107,80567,1,10,4101,376
28108,80569,4,10,4099,376
28109,80570,1,15,4103,376
28110,80571,2,26,4006,363
28111,80572,1,3,4103,376
28112,80573,2,5,4103,376
28113,80574,1,5,4135,375
28114,80576,3,15,4047,368
28115,80579,2,12,4006,363
28116,80581,1,15,4000,363
28117,80584,3,12,4000,363
28118,80587,3,26,4000,363
28119,80592,1,12,4128,375
28120,80603,4,5,4135,375
28121,80606,2,15,3436,261
28122,80615,2,12,4022,366
28123,80617,3,14,4024,366
28124,80620,3,25,4022,366
28125,80622,4,12,4023,366
28126,80623,2,26,4019,366
28127,80626,2,12,4026,366
28128,80627,2,12,4018,366
28129,80629,3,7,4025,366
28130,80632,2,25,4061,369
28131,80633,1,25,4023,366
28132,80634,3,12,4023,366
28133,80636,3,20,4018,366
28134,80638,3,12,4023,366
28135,80640,3,12,4018,366
28136,80641,3,12,4023,366
28137,80643,2,25,4018,366
28138,80644,1,12,4024,366
28139,80646,3,12,4018,366
28140,80647,4,1,4022,366
28141,80649,4,1,4024,366
28142,80650,2,13,4020,366
28143,80664,3,10,4023,366
28144,80665,3,7,4019,366
28145,80666,1,26,4018,366
28146,80667,4,26,4023,366
28147,80668,2,26,4024,366
28148,80669,2,25,4019,366
28149,80670,4,1,4020,366
28150,80671,2,5,4018,366
28151,80672,2,9,4027,366
28152,80673,4,15,4018,366
28153,80674,1,1,4020,366
28154,80675,3,13,4020,366
28155,80676,3,9,4247,387
28156,80680,2,25,4022,366
28157,80682,2,15,4019,366
28158,80683,4,2,4018,366
28159,80684,2,20,4020,366
28160,80685,3,12,4019,366
28161,80686,3,2,4018,366
28162,80687,3,2,4019,366
28163,80688,2,13,4022,366
28164,80689,3,15,4022,366
28165,80690,4,13,4024,366
28166,80691,2,25,4018,366
28167,80692,4,14,4019,366
28168,80693,2,1,4024,366
28169,80694,1,1,4024,366
28170,80695,3,15,4025,366
28171,80696,3,1,4024,366
28172,80697,4,1,4024,366
28173,80698,3,1,4024,366
28174,80699,2,9,4019,366
28175,80700,4,12,4019,366
28176,80701,3,15,4018,366
28177,80702,3,9,4027,366
28178,80703,3,1,4024,366
28179,80704,4,1,4027,366
28180,80705,4,4,4024,366
28181,80706,3,5,4024,366
28182,80707,3,1,4031,367
28183,80708,3,3,4024,366
28184,80709,2,4,4024,366
28186,80711,3,1,4023,366
28187,80712,1,13,4023,366
28189,80714,2,10,4023,366
28190,80715,2,10,4023,366
28191,80716,3,7,4023,366
28193,80718,2,13,4024,366
28194,80719,3,26,4024,366
28195,80720,2,10,4024,366
28197,80722,3,14,4024,366
28198,80723,2,7,4024,366
28199,80724,3,4,4027,366
28200,80725,4,15,4024,366
28201,80726,3,10,4019,366
28202,80727,3,2,4019,366
28203,80728,2,10,4020,366
28204,80729,1,1,4023,366
28205,80730,3,2,4024,366
28206,80731,2,14,4030,367
28207,80732,3,15,4030,367
28208,80733,2,5,4030,367
28209,80734,4,5,4031,367
28210,80735,4,10,4023,366
28211,80909,2,5,4006,363
28212,80910,4,10,4185,385
28213,80911,1,13,4004,363
28214,80912,4,13,4003,363
28215,146747,3,13,4000,363
28216,150000,1,10,4007,363
28217,150001,1,10,4042,368
28218,150002,1,13,4003,363
28219,150003,1,10,4044,368
28220,150004,1,25,4002,363
28221,150005,1,5,4007,363
28222,150006,3,13,4002,363
28223,150007,2,13,3983,361
28224,150008,2,10,3993,364
28225,150009,3,13,4334,363
28226,150010,2,4,4007,363
28228,150012,1,13,4007,363
28229,150013,3,10,4006,363
28230,150014,1,10,4002,363
28231,150015,3,13,4003,363
28232,150016,1,4,4004,363
28233,150017,2,26,4000,363
28234,150018,3,13,4007,363
28235,150019,3,5,4007,363
28236,150020,1,13,4007,363
28237,150021,2,10,4006,363
28238,150022,4,4,4007,363
28239,150023,1,4,4006,363
28240,150024,1,26,4005,363
28241,150025,3,1,4007,363
28242,150026,1,1,4003,363
28243,150027,3,23,4007,363
28244,150028,1,1,4007,363
28245,150029,4,1,4007,363
28246,150030,1,26,4007,363
28251,150035,4,10,4184,385
28253,150037,3,10,4041,368
28254,150038,2,10,4027,366
28255,150039,1,13,4097,371
28256,150040,1,12,4184,385
28257,150041,1,10,4005,363
28258,150042,2,10,4042,368
28259,150043,3,5,4065,370
28260,150044,2,4,4031,367
28261,150045,1,14,4030,367
28262,150046,4,10,4030,367
28263,150047,3,12,4044,368
28264,150048,3,5,4065,370
28265,150049,3,12,4184,385
28266,150050,2,13,4031,367
28267,150051,2,20,4334,363
28268,150052,1,5,4065,370
28269,150053,1,12,4047,368
28270,150054,3,12,4006,363
28271,150055,2,10,4045,368
28272,150056,2,10,4042,368
28273,150057,4,13,4027,366
28274,150058,2,13,4027,366
28275,150059,2,13,4027,366
28276,150060,2,13,4030,367
28277,150061,2,10,4027,366
28278,150062,4,10,4027,366
28279,150063,4,13,3998,364
28280,150064,4,13,3998,364
28281,150065,4,10,4041,368
28282,150066,1,10,4047,368
28283,150067,3,13,4042,368
28284,150068,2,10,4042,368
28285,150069,4,10,4045,368
28286,150070,3,13,4045,368
28287,150071,2,10,4042,368
28288,150072,4,13,4045,368
28289,150073,4,5,4031,367
28290,150074,3,13,3983,361
28291,150075,2,10,4027,366
28292,150076,4,12,3993,364
28293,150077,2,10,4031,367
28294,150078,4,12,3983,361
28295,150079,1,12,4044,368
28296,150080,4,10,4027,366
28297,150081,1,4,3993,364
28298,150082,3,25,4042,368
28299,150083,1,15,4030,367
28300,150084,4,15,4065,370
28301,150085,2,13,4007,363
28302,150086,1,10,4045,368
28303,150087,3,13,4018,366
28304,150088,1,15,4065,370
28305,150089,2,15,4065,370
28306,150090,1,10,3992,364
28307,150091,2,13,4031,367
28308,150092,3,13,4189,385
28309,150093,2,10,4030,367
28310,150094,1,15,4065,370
28311,150095,2,15,4027,366
28312,150096,4,13,3993,364
28313,150097,1,15,4065,370
28314,150098,3,15,4065,370
28315,150099,1,10,4006,363
28316,150100,2,13,4189,385
28317,150101,4,16,4027,366
28318,150102,4,10,4027,366
28319,150103,1,15,4065,370
28320,150104,1,13,3993,364
28321,150105,4,15,4065,370
28322,150106,3,13,4184,385
28323,150107,3,10,4184,385
28324,150108,1,7,4042,368
28325,150109,3,5,4018,366
28326,150110,1,15,4065,370
28327,150111,3,13,4018,366
28328,150112,2,13,4027,366
28329,150113,2,13,4027,366
28330,150114,2,25,4027,366
28331,150115,4,10,3993,364
28332,150116,4,15,3993,364
28333,150117,4,10,3993,364
28334,150118,4,10,3993,364
28335,150119,4,10,3993,364
28336,150120,3,10,4044,368
28337,150121,3,10,4044,368
28338,150122,3,15,4065,370
28339,150123,3,15,4065,370
28340,150124,1,25,4005,363
28341,150125,3,15,4042,368
28342,150126,3,15,4042,368
28343,150127,1,13,4007,363
28344,150128,1,10,4005,363
28345,150129,2,13,4189,385
28346,150130,3,15,4041,368
28347,150131,2,5,4183,385
28348,150132,2,10,4030,367
28349,150133,1,13,3998,364
28350,150134,4,15,4030,367
28351,150135,1,22,4000,363
28352,150136,4,15,4065,370
28353,150137,3,13,4042,368
28354,150138,2,15,4031,367
28355,150139,2,4,4031,367
28356,150140,2,15,4042,368
28357,150141,4,13,4047,368
28358,150142,1,2,4020,366
28359,150143,1,16,4184,385
28360,150144,3,26,4184,385
28361,150145,2,13,4007,363
28362,150146,2,15,4030,367
28363,150147,3,15,4002,363
28364,150148,3,25,3993,364
28365,150149,1,26,4030,367
28366,150150,3,15,4031,367
28367,150151,3,15,4045,368
28368,150152,3,25,4184,385
28369,150153,3,15,3993,364
28370,150154,3,15,4047,368
28371,150155,3,15,4037,367
28372,150156,4,15,4031,367
28373,150157,1,7,4006,363
28374,150158,4,15,4000,363
28375,150159,1,13,4002,363
28376,150160,1,10,4189,385
28377,150161,1,1,4007,363
28378,150162,4,10,3982,361
28379,150163,3,25,4042,368
28380,150164,2,10,4047,368
28381,150165,1,10,4042,368
28382,150166,1,10,4042,368
28383,150167,2,13,3989,361
28384,150168,4,7,4047,368
28385,150169,4,13,4042,368
28386,150170,2,13,4042,368
28387,150171,1,13,4041,368
28388,150172,2,15,3998,364
28389,150173,1,3,4031,367
28390,150174,1,13,4041,368
28391,150175,1,1,4051,368
28392,150176,2,10,3998,364
28393,150177,2,13,4041,368
28394,150178,1,10,4042,368
28395,150179,2,15,4042,368
28396,150180,1,15,3993,364
28397,150181,2,15,3993,364
28398,150182,1,15,4041,368
28399,150183,2,15,3998,364
28400,150184,1,15,4047,368
28401,150185,2,15,3988,361
28402,150186,4,15,3988,361
28403,150187,2,13,4045,368
28404,150188,2,12,4044,368
28405,150189,1,10,4002,363
28406,150190,1,15,3998,364
28407,150191,1,15,3993,364
28408,150192,3,15,4041,368
28409,150193,2,9,4044,368
28410,150194,4,15,3988,361
28411,150195,2,2,4042,368
28412,150196,3,15,4042,368
28413,150197,2,25,4047,368
28414,150198,2,25,3993,364
28415,150199,4,15,3993,364
28416,150200,2,25,4042,368
28417,150201,4,13,4042,368
28418,150202,1,13,3980,360
28419,150203,1,12,4031,367
28420,150204,1,15,4042,368
28422,150206,2,22,3997,364
28423,150207,1,1,4018,366
28424,150208,2,13,4030,367
28425,150209,4,1,4044,368
28427,150211,2,13,4002,363
28428,150212,1,13,4030,367
28429,150213,1,12,4030,367
28430,150214,3,1,4007,363
28431,150215,2,7,4030,367
28432,150216,1,13,3978,360
28433,150217,1,13,4030,367
28434,150218,1,15,4031,367
28435,150219,1,15,4030,367
28437,150221,1,15,4030,367
28438,150222,4,12,4002,363
28440,150224,1,1,4030,367
28441,150225,2,1,4037,367
28442,150226,3,1,3993,364
28444,150228,1,10,4031,367
28445,150229,3,1,4046,368
28447,150231,1,15,3993,364
28448,150232,2,10,3992,364
28449,150233,3,10,4045,368
28450,150234,2,1,4030,367
28451,150235,1,15,4044,368
28452,150236,1,15,4042,368
28453,150237,2,25,4030,367
28454,150238,3,10,4002,363
28455,150239,4,10,4029,367
28456,150240,2,26,4030,367
28457,150241,3,1,4072,372
28458,150242,1,10,3976,360
28459,150243,1,1,4030,367
28460,150244,1,10,4037,367
28461,150245,1,13,4030,367
28462,150246,3,13,4047,368
28463,150247,2,13,4042,368
28464,150248,1,10,3998,364
28465,150249,1,13,4031,367
28466,150250,4,15,4031,367
28467,150251,1,10,4030,367
28468,150252,1,13,4047,368
28469,150253,1,15,4061,369
28470,150254,2,13,3983,361
28472,150256,1,15,4031,367
28473,150257,3,1,4110,379
28475,150259,4,26,4266,389
28476,150260,1,25,4030,367
28477,150261,1,15,3985,361
28478,150262,3,13,4030,367
28479,150263,4,10,4023,366
28480,150264,1,15,4042,368
28481,150265,3,15,4031,367
28482,150266,2,25,4274,391
28483,150267,3,10,3983,361
28484,150268,1,13,4031,367
28485,150269,1,25,4037,367
28487,150271,3,13,4030,367
28488,150272,2,10,4030,367
28489,150273,1,13,4214,381
28490,150274,1,1,3992,364
28491,150275,2,13,4045,368
28492,150276,1,25,4042,368
28493,150277,1,10,3997,364
28495,150279,1,13,4031,367
28496,150280,1,10,4030,367
28497,150281,1,15,4030,367
28499,150283,2,10,4030,367
28500,150284,3,1,4030,367
28503,150287,2,26,4217,381
28507,150291,2,15,4037,367
28508,150292,1,3,3993,364
28509,150293,1,10,4031,367
28510,150294,1,12,3993,364
28511,150295,3,15,4030,367
28512,150296,1,15,3995,364
28513,150297,1,15,3992,364
28514,150298,2,25,3987,361
28515,150299,1,10,4030,367
28516,150300,2,25,3987,361
28517,150301,1,12,4027,366
28518,150302,3,15,4037,367
28519,150303,2,10,4031,367
28520,150304,1,15,4212,381
28521,150305,1,1,4032,367
28522,150306,3,15,4029,367
28523,150307,2,15,4061,369
28524,150308,2,15,4061,369
28525,150309,3,15,4056,369
28526,150310,1,15,4054,369
28527,150311,2,15,4055,369
28528,150312,1,10,4060,369
28529,150313,3,1,4060,369
28530,150314,4,15,4061,369
28531,150315,3,10,4061,369
28532,150316,4,15,4059,369
28533,150317,3,15,4059,369
28534,150318,2,15,4055,369
28535,150319,4,10,4061,369
28536,150320,3,12,4056,369
28537,150321,3,26,4061,369
28538,150322,3,15,4054,369
28539,150323,2,15,4029,367
28540,150324,2,1,4060,369
28541,150325,1,15,3990,364
28542,150326,4,12,3993,364
28543,150327,2,2,4059,369
28544,150328,3,1,4060,369
28545,150329,3,26,4060,369
28546,150330,1,15,4259,389
28547,150331,1,13,4045,368
28548,150332,1,15,4211,381
28549,150333,1,15,3993,364
28550,150334,1,1,3993,364
28551,150335,1,15,3997,364
28552,150336,1,16,3997,364
28553,150337,2,15,4082,371
28554,150338,4,10,4145,373
28555,150339,1,15,4000,363
28556,150340,3,15,4145,373
28558,150342,4,15,4137,373
28560,150344,1,12,4143,373
28561,150345,1,15,4061,369
28562,150346,2,15,4055,369
28563,150347,1,15,4137,373
28564,150348,1,15,4055,369
28565,150349,2,1,4142,373
28566,150350,2,15,4060,369
28567,150351,3,12,4087,371
28568,150352,3,13,4147,373
28569,150353,3,10,4146,373
28570,150354,1,1,4146,373
28571,150355,4,10,4145,373
28572,150356,3,10,4229,388
28573,150357,2,1,4118,374
28575,150359,1,15,4061,369
28576,150360,2,10,4145,373
28577,150361,1,10,4118,374
28578,150362,3,1,4061,369
28579,150363,2,10,4060,369
28580,150364,2,1,4118,374
28581,150365,2,10,4087,371
28582,150366,2,13,4145,373
28583,150367,2,15,4144,373
28585,150369,2,1,4061,369
28586,150370,2,10,4054,369
28587,150371,3,15,4138,373
28588,150372,2,1,4055,369
28589,150373,2,1,4061,369
28590,150374,1,10,4030,367
28591,150375,1,13,4130,375
28592,150376,2,14,4054,369
28593,150377,3,1,4059,369
28594,150378,1,15,4130,375
28595,150379,2,10,4007,363
28596,150380,2,7,4072,372
28597,150381,3,25,4145,373
28599,150383,3,12,4579,629
28601,150385,2,10,4135,375
28602,150386,1,13,4118,374
28603,150387,2,13,4145,373
28604,150388,1,12,4087,371
28605,150389,1,23,4124,374
28606,150390,3,12,4060,369
28607,150391,2,1,4060,369
28608,150392,3,1,4054,369
28609,150393,1,25,4054,369
28610,150394,1,25,4055,369
28611,150395,4,10,4061,369
28612,150396,3,13,4061,369
28614,150398,4,16,4060,369
28615,150399,1,1,4060,369
28616,150400,2,15,4259,389
28617,150401,4,16,4055,369
28618,150402,2,26,4060,369
28619,150403,2,16,4061,369
28620,150404,2,1,4059,369
28621,150405,2,15,4059,369
28622,150406,1,13,4061,369
28623,150407,1,25,4030,367
28625,150409,1,4,4060,369
28626,150410,3,15,4059,369
28627,150411,1,1,4054,369
28628,150412,1,10,4061,369
28629,150413,4,1,4061,369
28630,150414,3,13,4259,389
28631,150415,1,19,4059,369
28632,150416,1,10,4059,369
28633,150417,4,1,4055,369
28634,150418,3,15,4059,369
28635,150419,1,10,4055,369
28636,150420,4,10,4057,369
28637,150421,1,25,4055,369
28638,150422,3,10,4060,369
28639,150423,2,13,4060,369
28640,150424,4,15,4054,369
28641,150425,1,15,4054,369
28642,150426,3,10,4060,369
28643,150427,4,15,4060,369
28644,150428,4,10,4061,369
28645,150429,3,10,4055,369
28646,150430,4,13,4259,389
28647,150431,2,13,4054,369
28648,150432,2,13,4060,369
28649,150433,4,10,4060,369
28650,150434,2,10,4060,369
28651,150435,1,10,4054,369
28652,150436,3,12,4055,369
28653,150437,1,10,4059,369
28654,150438,2,10,4059,369
28655,150439,1,10,4060,369
28656,150440,3,10,4055,369
28657,150441,1,10,4060,369
28658,150442,2,13,4059,369
28659,150443,2,26,3899,345
28660,150444,1,13,4059,369
28661,150445,3,26,3900,345
28662,150446,4,12,4060,369
28663,150447,3,26,4587,345
28664,150448,1,13,4060,369
28665,150449,4,14,3898,344
28667,150451,2,12,4060,369
28668,150452,4,26,3904,346
28669,150453,4,26,3833,331
28670,150454,4,25,3907,346
28671,150455,3,25,3907,346
28672,150456,4,23,3907,346
28673,150457,3,25,3907,346
28674,150458,3,26,3904,346
28676,150460,4,26,3900,345
28677,150461,1,26,3904,346
28678,150462,3,26,3900,345
28679,150463,3,26,4587,345
28680,150464,2,2,3897,344
28681,150465,1,26,3897,344
28682,150466,3,26,4587,345
28683,150467,2,26,4587,345
28684,150468,2,2,3899,345
28685,150469,3,7,3904,346
28686,150470,4,23,3904,346
28687,150471,3,20,3904,346
28688,150472,4,26,3904,346
28689,150473,2,7,3904,346
28690,150474,1,7,3900,345
28691,150475,2,10,4061,369
28692,150476,2,26,3833,331
28693,150477,1,12,4061,369
28694,150478,1,16,4056,369
28695,150479,4,26,3833,331
28696,150480,1,10,4060,369
28697,150481,1,15,4259,389
28698,150482,1,26,3906,346
28699,150483,1,1,4030,367
28700,150484,1,10,4059,369
28701,150485,1,15,4060,369
28702,150486,1,7,4055,369
28703,150487,3,23,3907,346
28704,150488,1,15,4061,369
28706,150490,3,10,4054,369
28710,150494,1,12,4059,369
28712,150496,2,11,4055,369
28713,150497,1,10,4057,369
28715,150499,1,10,4056,369
28717,150501,1,10,4056,369
28719,150503,1,10,4054,369
28720,150504,1,10,4054,369
28722,150506,1,10,4059,369
28723,150507,1,10,4061,369
28724,150508,1,10,4061,369
28726,150510,2,4,4055,369
28727,150511,1,15,4059,369
28728,150512,1,10,4061,369
28729,150513,1,1,4059,369
28731,150515,2,10,4061,369
28732,150516,1,10,4055,369
28734,150518,1,10,4056,369
28735,150519,2,10,4059,369
28737,150521,3,14,4056,369
28738,150522,1,10,4055,369
28741,150525,3,15,3855,334
28746,150530,3,20,3884,341
28748,150532,3,26,3928,351
28749,150533,2,26,3906,346
28752,150536,4,2,3828,329
28753,150537,3,2,3826,329
28754,150538,1,2,3892,343
28755,150539,4,2,3906,346
28756,150540,1,2,3876,339
28757,150541,3,2,3926,351
28758,150542,2,2,3958,355
28759,150543,3,2,3879,340
28760,150544,1,26,3895,344
28762,150546,2,26,3816,326
28763,150547,3,26,3928,351
28764,150548,1,26,3926,351
28765,150549,3,26,3959,355
28766,150550,3,12,3933,354
28767,150551,3,26,3958,355
28768,150552,1,26,3937,356
28769,150553,4,25,3889,343
28770,150554,4,26,3893,343
28771,150555,3,15,3904,346
28772,150556,2,25,3915,349
28773,150557,4,26,3898,344
28774,150558,1,26,3901,345
28775,150559,2,26,3901,345
28776,150560,1,26,3908,347
28777,150561,3,26,3909,347
28778,150562,3,26,3821,328
28779,150563,1,25,3907,346
28780,150564,4,25,3833,331
28781,150565,3,2,3818,327
28782,150566,1,26,3847,332
28783,150567,1,26,3844,332
28784,150568,4,25,3825,329
28785,150569,2,15,3904,346
28786,150570,4,25,3906,346
28787,150571,3,26,3906,346
28788,150572,3,26,3906,346
28789,150573,1,26,3906,346
28790,150574,1,26,3906,346
28791,150575,4,26,3906,346
28792,150576,2,25,3906,346
28793,150577,1,26,3933,354
28794,150578,1,26,3933,354
28795,150579,3,25,3933,354
28796,150580,1,25,3933,354
28797,150581,3,25,3933,354
28798,150582,3,25,3933,354
28799,150583,3,25,3929,352
28800,150584,4,25,3933,354
28801,150585,1,25,3933,354
28802,150586,4,25,3933,354
28803,150587,1,25,3933,354
28804,150588,1,26,3933,354
28805,150589,3,16,3933,354
28806,150590,1,26,3933,354
28807,150591,2,26,3933,354
28808,150592,1,25,3933,354
28809,150593,3,25,3933,354
28810,150594,1,15,3933,354
28811,150595,4,26,3933,354
28812,150596,2,24,3933,354
28813,150597,2,25,3933,354
28814,150598,3,26,3929,352
28815,150599,2,24,3933,354
28816,150600,2,15,3825,329
28817,150601,3,15,3824,329
28818,150602,4,26,3822,329
28819,150603,1,1,3832,330
28820,150604,2,12,3825,329
28821,150605,4,16,3824,329
28822,150606,4,25,3824,329
28823,150607,2,26,3829,329
28824,150608,1,26,3822,329
